"","gridpolyID","wdpapolyID","area_grid","area_wdpa","prop_grid","wdpaid","objectid","wdpa_pid","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","lat","lon"
"2215",3258,90,0.0521448710506272,16.0559894796846,0.00324768966226624,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.625,-137.625
"2216",3261,90,0.0148874527350281,16.0559894796846,0.000927221131644674,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.375,-137.375
"2218",3264,90,0.0375901792872987,16.0559894796846,0.00234119356735136,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.375,-137.125
"2220",3266,90,0.00346939876425744,16.0559894796846,0.000216081280362522,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.125,-136.875
"2222",3267,90,0.0578608128856012,16.0559894796846,0.00360369025894117,2018,262223,NA,"CAN, USA, CAN, USA","CA-YT, CA-YT, US-AK, US-AK","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek","World Heritage Site","World Heritage Site","International","Not Applicable",1,13355,98391.21,"Inscribed",1979,"Not Reported","Not Reported","(vii)(viii)(ix)(x)","Not Reported",1,NA,"Not Reported",0,1915,NA,58.375,-136.875
"725",938,92,0.0150466839591319,1.5077231473188,0.00997973930816778,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-168.125
"729",939,92,0.00382263797889854,1.5077231473188,0.00253537128861912,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-167.625
"730",940,92,0.0601244430818363,1.5077231473188,0.0398776414547698,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-167.625
"731",941,92,0.0625,1.5077231473188,0.0414532337127969,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-167.375
"732",942,92,0.0539611517890349,1.5077231473188,0.0357898277843611,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.875,-167.375
"733",943,92,0.0625,1.5077231473188,0.0414532337127969,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-167.125
"738",944,92,0.0296453314519001,1.5077231473188,0.0196623176507031,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.875,-167.125
"741",945,92,0.0614048927455627,1.5077231473188,0.0407269019214566,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-166.875
"742",946,92,0.00607708710722973,1.5077231473188,0.0040306385943843,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.875,-166.875
"1549",2339,92,0.000162807269456844,1.5077231473188,0.00010798220465499,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-168.375
"1585",2566,92,0.0315168574999998,1.5077231473188,0.0209036105574465,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-167.125
"1587",2568,92,0.0315168574999998,1.5077231473188,0.0209036105574465,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-166.875
"1589",2570,92,0.0315168574999998,1.5077231473188,0.0209036105574465,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-166.625
"1592",2571,92,0.0315168574999998,1.5077231473188,0.0209036105574465,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-166.375
"1593",2572,92,0.0181552766545758,1.5077231473188,0.0120415188205219,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-166.375
"1596",2573,92,0.024321237580441,1.5077231473188,0.0161311031297037,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-166.125
"1600",2574,92,0.000687544975027854,1.5077231473188,0.00045601540060622,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.625,-166.125
"1601",2575,92,0.00325805345342161,1.5077231473188,0.00216090962005553,2130,297291,NA,"USA","US-AK","Aleutian Islands","Aleutian Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,11009.43,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,53.375,-165.875
"2450",3519,94,0.00638065670508664,0.465582395501028,0.0137046777686261,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,34.125,-120.375
"2457",3521,94,0.0151559325000008,0.465582395501028,0.0325526322439469,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,34.125,-120.125
"2460",3523,94,0.0151559325000008,0.465582395501028,0.0325526322439469,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,34.125,-119.875
"2465",3525,94,0.0103753050264715,0.465582395501028,0.0222845733144748,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,34.125,-119.625
"2565",3792,94,0.0069917374260103,0.465582395501028,0.0150171859880704,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,33.625,-120.125
"2566",3793,94,0.0558467390960709,0.465582395501028,0.119950280843356,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,33.625,-119.875
"2567",3794,94,0.0625,0.465582395501028,0.134240470868195,2149,297295,NA,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,33.875,-119.875
"1045",2040,113,0.000638264269589354,0.016988806246963,0.037569695028069,2353,80523,NA,"USA","US-ME","Acadia NP ,Mt. Desert Island","Acadia NP ,Mt. Desert Island","National Park","National Park","National","II",1,NA,192.9,"Designated",1919,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,44.125,-68.375
"2288",3426,115,0.00435291676773698,0.442652759331053,0.00983370525988636,2579,254201,NA,"USA","US-WA","Olympic National Park","Parc national Olympique","World Heritage Site","World Heritage Site","International","Not Applicable",1,173.24,3696.6,"Inscribed",1981,"Not Reported","Not Reported","(vii)(ix)","Not Reported",1,0,"Not Reported",0,279,NA,47.875,-124.625
"1409",2248,122,0.00963908851328956,0.0185333955764203,0.52009295725351,2860,79893,NA,"USA","US-LA","Delta Nwr","Delta Nwr","National Wildlife Refuge","National Wildlife Refuge","National","VI",1,NA,197.48,"Designated",1935,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-89.125
"1416",2249,122,0.00588933759223943,0.0185333955764203,0.317768946761829,2860,79893,NA,"USA","US-LA","Delta Nwr","Delta Nwr","National Wildlife Refuge","National Wildlife Refuge","National","VI",1,NA,197.48,"Designated",1935,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.375,-89.125
"2675",3855,122,0.00123034015453756,0.0185333955764203,0.0663850371867579,2860,79893,NA,"USA","US-LA","Delta Nwr","Delta Nwr","National Wildlife Refuge","National Wildlife Refuge","National","VI",1,NA,197.48,"Designated",1935,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,29.125,-89.375
"1415",2249,123,7.97204587875682e-05,0.00284908304113475,0.0279810934383354,2861,80781,NA,"USA","US-LA","Breton","Breton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,30.5295319803,"Designated",1904,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,29.375,-89.125
"1424",2253,123,0.000300285460252261,0.00284908304113475,0.105397229886519,2861,80781,NA,"USA","US-LA","Breton","Breton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,30.5295319803,"Designated",1904,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,29.625,-88.875
"1425",2254,123,0.00196723801043736,0.00284908304113475,0.690481106389175,2861,80781,NA,"USA","US-LA","Breton","Breton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,30.5295319803,"Designated",1904,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,29.875,-88.875
"1428",2255,123,0.000380848344011928,0.00284908304113475,0.133674006167346,2861,80781,NA,"USA","US-LA","Breton","Breton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,30.5295319803,"Designated",1904,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,30.125,-88.875
"983",1985,126,0.00201994883693199,0.00350818883395719,0.575781103166419,2869,256747,NA,"USA","US-GA","Wassaw","Wassaw","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,4.05,36.266274,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,788,NA,31.875,-80.875
"2699",4652,127,0.00887941424695231,0.0516794032094638,0.171817275268501,2880,256751,NA,"USA","US-FL","Merritt Island","Merritt Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,560.061512313,"Designated",1963,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Part",0,2297,NA,28.875,-80.875
